age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
33,admin.,married,tertiary,no,882,0,0,telephone,21,oct,39,1,151,3,failure,0
33,technician,divorced,secondary,no,558,1,0,cellular,21,nov,258,2,93,3,failure,0
54,admin.,single,secondary,no,1178,1,0,telephone,3,feb,41,6,264,2,failure,0
53,management,married,tertiary,no,1356,1,0,cellular,21,may,429,1,193,6,failure,0
50,services,married,secondary,no,2420,1,0,cellular,20,apr,102,6,235,13,failure,0
30,admin.,single,tertiary,no,8,0,1,cellular,30,jul,76,2,150,1,failure,0
37,services,married,secondary,no,42,1,0,cellular,12,may,107,3,369,4,failure,0
41,management,married,tertiary,no,666,1,0,cellular,20,nov,106,3,183,3,failure,0
37,management,married,tertiary,no,3770,1,0,cellular,18,nov,106,1,110,4,failure,0
51,blue-collar,married,primary,no,1164,1,0,cellular,12,may,100,1,369,2,failure,0
46,management,married,tertiary,no,716,1,1,cellular,8,may,557,1,172,1,failure,0
46,management,divorced,tertiary,no,461,0,0,cellular,10,mar,127,1,70,2,success,0
82,retired,married,primary,no,8603,0,0,cellular,22,oct,306,3,107,1,success,1
42,blue-collar,married,primary,no,21,1,0,cellular,13,may,383,5,288,11,other,0
36,management,divorced,tertiary,no,210,1,0,telephone,21,nov,62,1,127,2,failure,0
69,technician,married,secondary,no,2661,0,0,cellular,1,sep,925,1,187,3,other,0
53,blue-collar,married,primary,no,1409,1,0,cellular,2,apr,464,1,287,1,failure,0
79,retired,divorced,primary,no,2787,0,0,telephone,13,jul,617,1,377,1,success,1
34,management,single,tertiary,no,171,1,0,cellular,7,may,191,1,294,1,failure,0
26,management,single,tertiary,no,0,0,1,cellular,2,feb,145,1,199,1,failure,0
35,management,married,secondary,no,724,1,0,cellular,14,jul,287,2,415,1,failure,1
21,student,single,primary,no,423,0,0,telephone,18,jan,287,5,285,5,success,1
34,management,married,tertiary,no,158,0,0,cellular,9,jun,190,1,92,9,success,1
60,retired,married,secondary,no,1853,0,0,cellular,10,feb,234,1,183,1,success,1
30,admin.,single,tertiary,no,305,0,0,cellular,30,apr,633,1,85,2,success,1
52,unemployed,married,secondary,no,94,0,0,cellular,4,may,223,9,4,1,success,0
44,management,married,tertiary,no,1791,0,0,telephone,12,aug,201,1,182,2,success,1
39,blue-collar,single,primary,no,-100,1,0,cellular,14,may,159,1,358,2,failure,0
26,management,single,tertiary,no,3,1,1,cellular,1,apr,149,1,350,1,success,1
33,management,married,tertiary,no,1388,1,0,cellular,31,may,158,1,202,3,failure,0
44,blue-collar,married,secondary,no,167,1,0,cellular,15,may,79,2,373,1,failure,0
33,technician,single,secondary,no,1279,1,0,cellular,18,may,239,2,349,3,success,0
47,unemployed,married,secondary,no,926,0,0,cellular,14,aug,436,1,403,5,success,1
38,housemaid,divorced,primary,no,0,1,1,cellular,6,may,79,2,166,7,failure,0
56,technician,married,tertiary,no,1181,0,0,cellular,28,jan,186,1,433,1,failure,1
43,admin.,single,secondary,no,277,1,0,cellular,12,may,315,2,363,1,failure,0
46,blue-collar,married,primary,no,292,1,0,cellular,20,apr,386,2,234,4,failure,0
44,technician,single,tertiary,no,2033,0,0,cellular,3,sep,444,1,99,1,failure,1
47,technician,married,secondary,no,1571,1,0,cellular,11,may,261,1,369,2,failure,0
47,technician,married,secondary,no,487,0,0,cellular,28,jan,218,2,177,1,failure,0
19,student,single,primary,no,245,0,0,telephone,10,nov,98,2,110,2,other,0
60,technician,married,secondary,no,824,1,0,cellular,9,feb,127,1,558,7,other,1
43,admin.,divorced,tertiary,no,1440,1,1,cellular,21,nov,149,1,175,1,failure,0
58,retired,married,primary,no,3401,1,0,cellular,3,feb,84,3,265,2,failure,0
32,blue-collar,single,secondary,no,5252,1,0,cellular,20,nov,232,2,183,2,failure,0
56,blue-collar,married,secondary,no,-256,1,1,cellular,14,may,92,1,370,2,failure,0
52,self-employed,divorced,secondary,no,1291,1,0,cellular,19,nov,559,1,169,2,failure,0
54,admin.,divorced,secondary,no,1693,0,0,cellular,30,apr,1277,1,87,2,other,1
30,management,married,tertiary,no,1185,1,0,cellular,18,nov,342,2,120,4,failure,0
40,blue-collar,married,primary,no,665,1,0,cellular,5,feb,177,3,211,1,success,0
29,self-employed,single,tertiary,no,3290,0,0,cellular,12,may,430,1,50,3,success,1
36,management,married,tertiary,no,806,1,0,cellular,3,feb,106,2,259,1,failure,0
35,blue-collar,married,secondary,no,233,1,0,cellular,13,may,66,1,176,1,failure,0
41,management,married,tertiary,no,30,1,0,cellular,15,may,101,4,291,6,failure,0
43,blue-collar,married,primary,no,1579,1,0,telephone,11,may,176,1,284,4,other,0
26,unemployed,married,secondary,no,285,1,0,cellular,6,may,265,2,342,2,failure,0
42,management,married,tertiary,no,1205,0,0,telephone,15,mar,129,1,188,2,success,0
28,technician,single,tertiary,no,375,1,0,cellular,14,may,43,1,350,1,other,0
32,blue-collar,married,primary,no,0,1,1,cellular,8,may,82,2,361,4,failure,0
35,technician,married,secondary,no,0,1,0,cellular,9,nov,524,1,96,5,success,1
39,blue-collar,single,secondary,no,631,1,0,cellular,12,may,57,2,344,8,other,0
23,student,single,secondary,no,287,0,0,telephone,3,mar,700,3,180,1,other,0
32,technician,single,tertiary,no,2340,0,0,cellular,26,may,94,1,97,2,success,0
44,management,married,tertiary,no,839,0,0,cellular,8,nov,240,1,40,2,other,0
56,technician,divorced,secondary,no,0,1,0,cellular,9,feb,139,5,265,4,failure,0
32,management,single,tertiary,no,935,0,0,cellular,9,nov,165,1,91,7,success,1
21,management,single,secondary,no,691,0,0,cellular,13,aug,219,1,101,2,other,0
31,admin.,married,secondary,no,8295,1,0,cellular,17,apr,218,1,149,1,failure,0
31,management,married,tertiary,no,4015,1,0,cellular,2,feb,95,2,241,3,other,0
59,unemployed,divorced,secondary,no,7469,0,0,cellular,22,feb,287,1,130,1,failure,0
37,management,single,tertiary,no,1027,1,0,cellular,2,mar,313,1,152,2,success,1
44,services,married,secondary,no,1450,1,0,cellular,14,apr,356,1,314,2,failure,0
36,services,married,secondary,no,456,1,1,cellular,17,apr,294,1,319,4,failure,0
32,services,single,tertiary,no,748,1,0,cellular,18,may,166,2,357,2,other,0
33,management,married,tertiary,no,1522,1,0,cellular,18,nov,171,2,179,3,failure,0
42,blue-collar,single,primary,no,1628,1,0,cellular,5,feb,119,1,195,8,success,0
33,technician,single,tertiary,no,1190,1,0,cellular,17,apr,50,2,252,4,failure,0
40,blue-collar,married,secondary,no,1023,1,0,cellular,13,may,64,5,336,11,other,0
40,blue-collar,married,primary,no,105,1,0,cellular,14,may,143,2,370,2,failure,0
31,services,married,secondary,no,442,1,0,cellular,2,feb,69,1,270,2,failure,0
35,management,married,tertiary,no,4943,1,0,cellular,18,nov,295,1,124,2,failure,0
26,blue-collar,single,primary,no,619,1,1,cellular,14,may,720,1,352,1,failure,0
32,blue-collar,single,secondary,no,-219,1,0,cellular,7,may,446,6,342,2,failure,0
47,services,married,secondary,no,759,1,0,telephone,8,may,75,1,323,2,failure,0
30,technician,married,secondary,no,2326,0,0,cellular,14,dec,420,1,175,2,failure,1
45,admin.,married,tertiary,no,2552,0,0,cellular,1,jun,69,1,293,7,failure,1
42,blue-collar,divorced,secondary,no,1491,1,0,cellular,6,may,203,2,334,2,failure,0
35,management,single,tertiary,no,2187,1,0,cellular,29,jul,229,1,174,13,other,0
32,management,married,secondary,no,6217,1,1,cellular,18,nov,486,2,181,2,failure,0
52,management,married,tertiary,no,0,1,0,telephone,13,may,179,3,257,6,other,0
40,technician,married,secondary,no,697,0,0,cellular,24,jun,220,2,219,2,other,0
51,entrepreneur,married,tertiary,no,6659,1,1,cellular,20,nov,191,2,189,1,failure,0
36,technician,married,tertiary,no,-290,1,1,cellular,29,jan,150,1,189,3,failure,0
37,blue-collar,married,secondary,no,-308,1,0,cellular,13,may,168,4,310,11,failure,0
35,technician,married,tertiary,no,7050,0,0,cellular,11,aug,222,3,182,4,success,1
41,management,married,tertiary,no,526,1,0,cellular,15,may,229,5,268,4,failure,0
26,student,single,tertiary,no,2182,1,0,cellular,12,may,42,1,292,1,other,0
66,retired,married,primary,no,747,0,0,telephone,28,jan,203,3,93,1,failure,0
45,entrepreneur,married,secondary,no,781,0,1,cellular,17,nov,652,2,126,2,failure,1
55,management,married,primary,no,338,1,0,cellular,14,may,8,4,300,5,failure,0
47,management,single,tertiary,no,86,0,0,cellular,30,apr,387,3,87,1,success,1
45,blue-collar,married,primary,no,2348,1,0,cellular,17,apr,492,1,148,1,other,0
40,technician,married,tertiary,no,602,1,0,cellular,15,may,145,4,360,7,failure,0
46,technician,married,primary,no,718,1,0,cellular,6,feb,80,2,268,1,failure,0
50,blue-collar,married,secondary,no,825,1,0,cellular,16,apr,18,3,273,1,failure,0
74,retired,married,secondary,no,935,0,0,cellular,5,may,226,1,99,2,failure,1
53,management,married,secondary,no,2693,0,0,cellular,5,mar,90,1,104,1,failure,1
52,admin.,divorced,secondary,no,340,1,0,cellular,17,apr,463,1,344,1,failure,0
45,services,married,secondary,no,972,1,0,cellular,8,may,343,1,282,3,failure,0
46,management,divorced,tertiary,no,665,1,0,cellular,2,feb,158,2,207,1,other,0
44,management,married,primary,no,5418,1,1,cellular,29,jan,188,1,185,5,failure,0
35,self-employed,married,tertiary,no,2427,0,0,cellular,12,jul,210,3,158,7,other,1
37,technician,divorced,secondary,no,5957,1,0,cellular,14,may,64,3,177,2,failure,0
47,blue-collar,single,secondary,no,152,1,0,cellular,3,feb,193,3,271,4,failure,0
48,management,married,secondary,no,2892,0,0,cellular,7,jul,407,1,385,1,success,1
31,admin.,single,secondary,no,-1,1,0,cellular,15,may,99,1,352,1,failure,0
28,student,single,tertiary,no,5741,0,0,cellular,10,sep,1042,5,200,3,failure,1
55,services,married,secondary,no,841,1,0,cellular,15,may,140,9,372,4,failure,0
47,admin.,divorced,tertiary,no,846,1,0,cellular,13,may,85,2,370,2,failure,0
40,housemaid,married,primary,no,4904,1,0,cellular,11,may,248,1,356,1,failure,0
27,admin.,single,tertiary,no,689,0,0,cellular,26,jan,98,1,307,1,failure,0
52,admin.,married,secondary,no,423,1,1,cellular,20,oct,139,2,96,7,failure,0
46,management,married,tertiary,no,810,1,1,cellular,15,may,33,2,176,1,other,0
56,entrepreneur,married,tertiary,no,16125,0,0,telephone,7,may,202,2,167,1,failure,0
83,retired,married,primary,no,425,0,0,telephone,22,sep,773,1,92,2,success,1
33,services,married,tertiary,no,546,1,1,cellular,3,feb,54,2,270,1,failure,0
33,blue-collar,single,secondary,no,1794,1,0,cellular,12,may,360,1,173,1,other,0
45,admin.,married,secondary,no,1435,1,0,cellular,11,aug,201,1,103,1,failure,0
56,technician,single,secondary,no,751,1,0,cellular,15,may,43,8,177,5,failure,0
35,blue-collar,single,secondary,no,855,1,0,cellular,12,may,549,1,300,1,success,1
55,retired,married,tertiary,no,357,1,0,cellular,11,aug,526,1,103,1,failure,0
29,technician,single,tertiary,no,2489,1,0,cellular,7,dec,1002,3,283,2,success,0
36,admin.,single,tertiary,no,635,0,0,cellular,26,may,80,1,102,1,failure,0
46,technician,married,secondary,no,68,1,1,cellular,18,nov,111,2,155,3,failure,0
36,management,single,tertiary,no,5958,1,0,cellular,22,sep,155,1,184,1,success,1
44,admin.,married,secondary,no,1807,1,1,cellular,8,apr,229,1,313,1,failure,0
33,admin.,single,tertiary,no,146,0,0,cellular,22,oct,380,1,91,3,success,1
83,retired,married,tertiary,no,6236,0,0,cellular,12,oct,766,1,62,3,failure,0
41,blue-collar,married,secondary,no,1011,1,0,cellular,19,nov,113,1,174,4,other,0
72,retired,married,primary,no,0,0,0,cellular,26,mar,201,3,191,3,failure,0
41,management,married,tertiary,no,1143,1,0,cellular,5,feb,134,1,8,2,other,0
33,management,married,tertiary,no,1390,0,0,cellular,5,mar,77,1,179,5,failure,0
42,services,divorced,secondary,no,11177,1,0,cellular,14,may,229,6,373,1,other,0
34,management,married,tertiary,no,1288,1,0,cellular,11,may,15,8,270,7,other,0
41,blue-collar,married,primary,no,1461,1,0,cellular,18,nov,290,1,165,2,success,0
50,entrepreneur,married,tertiary,no,221,1,0,cellular,20,apr,319,2,340,1,failure,0
31,services,single,secondary,no,1599,0,0,cellular,30,apr,226,1,78,2,success,0
44,services,single,secondary,no,532,1,0,cellular,15,may,550,2,340,2,failure,0
38,blue-collar,single,secondary,no,328,1,0,cellular,11,may,776,4,349,1,other,0
63,housemaid,married,tertiary,no,1528,0,0,cellular,18,jan,309,2,95,3,success,0
39,management,single,tertiary,no,0,1,0,cellular,12,may,561,4,369,3,failure,0
42,services,single,tertiary,no,94,1,0,cellular,10,feb,151,1,183,6,success,0
36,services,married,secondary,no,526,1,0,cellular,17,apr,333,2,324,1,other,0
57,retired,divorced,primary,no,698,0,0,telephone,9,dec,135,3,191,2,failure,0
35,admin.,single,tertiary,no,5007,1,0,cellular,11,nov,133,1,90,3,failure,0
56,retired,married,secondary,no,3738,1,0,cellular,17,apr,156,1,305,6,other,1
56,admin.,single,secondary,no,1854,1,0,telephone,7,may,45,1,342,2,failure,0
32,admin.,married,secondary,no,3540,1,0,cellular,18,may,213,1,178,1,failure,0
58,management,married,tertiary,no,0,1,0,cellular,18,nov,265,1,188,1,failure,0
65,retired,married,secondary,no,1176,0,0,cellular,25,sep,64,1,50,2,failure,0
34,housemaid,married,tertiary,no,4958,1,0,cellular,20,apr,11,5,152,2,failure,0
47,management,married,tertiary,no,0,1,0,telephone,6,feb,138,4,9,2,other,0
39,management,single,tertiary,no,2454,1,0,cellular,4,may,716,3,263,2,failure,1
35,services,married,secondary,no,630,1,0,cellular,2,feb,134,1,271,2,failure,0
44,technician,married,secondary,no,533,1,0,cellular,8,may,153,4,171,3,failure,0
46,management,married,tertiary,no,349,0,0,cellular,14,may,466,4,88,3,success,1
27,student,single,tertiary,no,5169,1,0,cellular,3,sep,431,1,466,3,success,1
54,admin.,divorced,secondary,no,0,1,1,cellular,4,feb,330,1,182,3,success,0
52,management,married,tertiary,no,751,0,0,cellular,14,may,165,4,371,5,failure,0
48,services,married,secondary,no,51,1,1,cellular,2,feb,90,1,262,1,failure,0
47,admin.,married,secondary,no,368,0,0,cellular,21,may,403,1,87,6,success,1
30,blue-collar,single,primary,no,1395,1,0,cellular,21,nov,569,1,175,3,other,0
32,admin.,married,tertiary,no,118,0,0,cellular,21,nov,383,4,176,10,failure,0
50,management,married,tertiary,no,1612,0,0,cellular,15,jun,532,2,98,2,other,1
28,blue-collar,married,secondary,no,-42,1,0,cellular,15,may,192,1,364,3,other,0
40,blue-collar,married,secondary,no,498,1,0,cellular,8,may,55,2,298,4,failure,0
47,technician,married,secondary,no,335,0,0,cellular,4,may,417,1,76,1,success,1
25,student,single,secondary,no,154,0,0,cellular,3,mar,141,1,180,2,failure,1
43,management,divorced,tertiary,no,2367,0,0,cellular,1,jun,114,1,38,2,other,1
33,admin.,married,secondary,no,95,1,0,cellular,10,aug,155,1,102,1,success,0
52,management,married,tertiary,no,2428,1,0,cellular,21,nov,294,1,116,3,failure,0
32,management,single,secondary,no,-119,1,0,cellular,13,may,231,1,370,1,other,0
47,blue-collar,married,primary,no,333,1,0,cellular,21,nov,118,1,113,4,failure,0
47,management,single,secondary,no,-246,1,0,cellular,5,may,145,1,365,2,failure,0
42,management,divorced,tertiary,no,47,1,0,cellular,13,may,222,2,370,1,failure,0
29,self-employed,married,secondary,no,123,0,1,cellular,21,apr,158,2,181,1,success,1
79,retired,divorced,secondary,no,631,0,0,telephone,9,aug,440,5,182,3,failure,0
35,admin.,married,secondary,no,159,1,0,cellular,9,apr,259,2,262,1,failure,0
37,management,married,tertiary,no,1639,1,0,cellular,4,feb,207,3,272,3,other,0
33,technician,married,tertiary,no,17455,1,1,cellular,18,nov,168,3,179,4,failure,0
36,self-employed,married,tertiary,no,506,0,0,cellular,3,nov,217,1,70,2,failure,1
34,management,married,tertiary,no,520,1,0,cellular,17,apr,401,1,248,4,success,0
34,entrepreneur,married,tertiary,no,0,1,0,cellular,6,may,611,1,183,1,failure,1
31,technician,married,secondary,no,310,1,0,cellular,17,apr,334,2,240,2,failure,0
49,technician,single,secondary,no,1245,0,0,cellular,29,apr,115,2,198,2,failure,0
33,management,single,tertiary,no,1962,0,0,cellular,13,jul,363,1,181,1,failure,1
60,admin.,divorced,secondary,no,174,1,0,cellular,15,may,241,1,364,1,failure,0
25,management,single,tertiary,no,808,0,0,cellular,18,sep,267,2,114,2,failure,1
28,technician,single,tertiary,no,-594,1,1,cellular,15,may,296,2,353,2,other,0
40,management,married,secondary,no,752,0,1,cellular,21,nov,456,1,157,1,failure,0
42,admin.,married,secondary,no,437,1,0,cellular,11,aug,120,3,190,1,failure,0
30,management,single,tertiary,no,536,0,0,cellular,14,jan,362,2,91,2,success,1
51,entrepreneur,married,secondary,no,653,1,0,cellular,20,nov,16,9,112,37,other,0
40,technician,single,secondary,no,281,1,0,cellular,11,may,7,11,360,2,other,0
37,blue-collar,married,primary,no,357,1,0,cellular,15,may,14,2,344,3,other,0
71,retired,married,tertiary,no,653,0,0,telephone,3,sep,471,1,189,1,success,1
29,self-employed,single,tertiary,no,805,0,0,cellular,1,jul,302,2,128,8,success,0
47,blue-collar,divorced,primary,no,409,1,0,cellular,13,may,143,2,364,1,other,0
35,technician,divorced,tertiary,no,1242,1,0,cellular,29,jan,141,1,245,3,failure,0
43,unemployed,married,secondary,no,775,0,0,cellular,14,aug,98,1,106,1,failure,0
33,blue-collar,married,primary,no,902,1,0,cellular,29,jan,207,2,247,2,failure,0
39,technician,married,tertiary,no,11766,1,0,cellular,4,may,15,4,166,1,failure,0
36,blue-collar,married,secondary,no,0,0,0,cellular,4,feb,235,1,244,1,failure,0
48,blue-collar,married,primary,no,551,1,1,cellular,17,apr,1064,3,303,5,failure,0
42,admin.,married,tertiary,no,1536,0,0,cellular,6,aug,140,1,182,4,failure,0
39,management,married,tertiary,no,1301,0,0,cellular,8,feb,185,2,179,1,failure,0
27,admin.,single,secondary,no,125,0,0,cellular,21,jul,104,1,288,8,failure,0
32,management,married,secondary,no,625,1,0,cellular,2,jun,352,1,56,2,failure,0
38,technician,divorced,secondary,no,531,0,0,cellular,29,jan,214,3,226,7,failure,0
39,technician,married,secondary,no,4861,1,0,telephone,30,jun,119,1,183,2,other,0
34,entrepreneur,married,tertiary,no,1076,1,0,cellular,4,may,1121,3,88,10,success,0
25,admin.,single,secondary,no,1871,0,0,cellular,8,sep,260,1,96,1,success,1
54,management,married,secondary,no,2895,1,0,cellular,9,feb,20,2,256,1,failure,0
26,services,married,secondary,no,77,1,0,cellular,15,may,619,1,340,4,failure,1
33,management,single,secondary,no,1615,1,0,cellular,14,may,178,8,174,3,failure,0
33,technician,single,secondary,no,0,1,1,cellular,9,feb,47,2,12,4,other,0
47,unemployed,single,tertiary,no,44,0,0,cellular,15,feb,374,1,185,1,success,0
23,student,single,tertiary,no,508,0,0,cellular,8,sep,210,1,92,1,failure,0
32,admin.,single,secondary,no,92,1,0,cellular,18,may,110,1,315,2,failure,0
43,services,single,secondary,no,3403,1,0,cellular,12,nov,707,2,97,2,success,1
29,management,single,tertiary,no,1026,0,0,cellular,12,feb,138,2,92,2,success,1
40,housemaid,married,secondary,no,4136,1,0,cellular,11,may,508,3,173,5,failure,0
64,retired,married,secondary,no,243,0,0,cellular,22,feb,144,1,175,1,failure,0
56,technician,married,secondary,no,2313,1,0,cellular,8,may,293,3,364,2,failure,0
31,management,single,tertiary,no,147,0,0,cellular,9,mar,469,1,181,2,success,1
40,technician,single,secondary,no,572,0,0,cellular,20,nov,67,1,91,2,failure,0
50,management,married,tertiary,no,1612,0,0,cellular,15,sep,188,1,92,4,success,0
60,blue-collar,married,primary,no,5,0,0,cellular,4,may,494,1,95,2,success,1
47,blue-collar,married,secondary,no,1568,1,0,cellular,19,feb,388,1,262,7,success,1
40,admin.,single,secondary,no,877,1,0,cellular,21,nov,12,3,177,6,failure,0
52,services,married,secondary,no,-178,1,1,cellular,11,may,124,2,347,1,failure,0
79,retired,married,secondary,no,8304,0,0,cellular,9,dec,456,2,275,9,success,1
46,management,single,tertiary,no,311,1,1,cellular,27,oct,96,1,158,1,failure,0
32,blue-collar,married,primary,no,50,1,0,cellular,13,may,275,1,370,2,failure,0
24,blue-collar,single,secondary,no,1690,1,1,cellular,15,may,543,3,350,3,failure,0
43,blue-collar,married,primary,no,-25,1,0,cellular,12,may,254,4,365,2,failure,0
45,management,married,tertiary,no,273,1,0,cellular,2,jun,163,1,95,2,failure,0
40,technician,single,secondary,no,822,1,1,cellular,29,jan,155,2,245,3,failure,0
31,management,married,tertiary,no,1812,0,0,cellular,4,nov,138,1,84,2,failure,0
26,services,single,tertiary,no,12,0,0,cellular,14,jun,563,1,181,10,failure,1
45,housemaid,divorced,primary,no,221,0,0,cellular,2,feb,93,1,235,1,failure,0
40,services,married,secondary,no,-378,1,1,cellular,13,may,541,1,295,6,failure,0
53,technician,divorced,secondary,no,281,1,0,cellular,17,apr,171,2,337,9,other,0
34,blue-collar,married,secondary,no,0,1,0,cellular,13,may,68,4,357,3,success,0
49,technician,married,secondary,no,425,1,0,cellular,12,may,816,1,342,4,failure,0
53,self-employed,married,secondary,no,-488,1,0,cellular,6,may,207,1,342,1,failure,0
34,management,married,tertiary,no,250,0,0,cellular,9,dec,787,1,188,8,other,0
46,technician,divorced,tertiary,no,0,1,0,cellular,21,nov,234,5,102,5,failure,0
32,management,single,tertiary,no,1613,0,0,cellular,30,mar,253,2,129,5,failure,0
42,management,married,tertiary,no,783,1,0,cellular,19,nov,77,2,128,3,failure,0
77,retired,divorced,primary,no,2693,0,0,cellular,25,oct,83,2,94,12,other,0
44,management,married,tertiary,no,423,0,0,cellular,3,jun,136,6,83,5,success,0
27,services,single,secondary,no,343,1,0,cellular,20,apr,282,2,320,1,other,0
34,entrepreneur,married,secondary,no,3119,1,0,cellular,20,nov,505,1,183,4,failure,0
37,management,married,tertiary,no,0,1,0,cellular,6,may,84,2,169,3,failure,0
26,blue-collar,single,secondary,no,23,1,0,cellular,18,may,11,6,367,1,other,0
34,management,married,tertiary,no,1433,0,0,cellular,20,nov,111,3,104,3,failure,0
32,blue-collar,married,secondary,no,557,1,1,cellular,4,feb,210,2,253,1,failure,0
61,housemaid,married,tertiary,no,1389,0,0,cellular,8,oct,92,3,183,1,failure,0
32,admin.,single,secondary,no,8626,0,0,cellular,7,dec,200,1,196,2,failure,0
36,technician,single,secondary,no,1228,1,0,cellular,14,aug,153,2,102,3,success,0
35,services,single,secondary,no,414,1,0,cellular,20,apr,11,5,319,2,other,0
33,technician,single,tertiary,no,109,1,1,telephone,15,may,12,4,176,3,other,0
77,retired,married,primary,no,680,0,0,telephone,24,feb,513,2,89,7,failure,0
31,student,married,tertiary,no,0,0,0,cellular,11,may,247,2,367,4,other,0
44,management,married,tertiary,no,870,1,1,cellular,12,may,118,2,369,1,failure,0
34,blue-collar,married,secondary,no,261,1,0,cellular,3,feb,88,5,251,3,failure,0
63,blue-collar,married,primary,no,115,0,0,telephone,27,apr,325,1,180,7,failure,1
29,self-employed,married,tertiary,no,0,1,0,cellular,7,may,253,2,302,1,failure,0
32,student,single,tertiary,no,64,0,0,cellular,30,jun,598,4,105,5,failure,1
34,management,married,tertiary,no,0,0,0,cellular,6,feb,787,3,9,1,other,1
38,technician,single,secondary,no,1711,0,0,cellular,20,apr,379,3,202,1,success,1
27,technician,single,tertiary,no,11862,0,0,cellular,25,nov,285,2,97,7,success,1
79,retired,married,secondary,no,723,0,0,telephone,9,sep,276,1,79,3,failure,1
31,management,married,tertiary,no,-181,1,0,cellular,8,may,127,1,170,2,failure,0
50,blue-collar,single,primary,no,1558,1,0,cellular,3,feb,294,1,265,1,other,0
59,management,married,tertiary,no,2764,0,0,cellular,24,dec,237,1,206,2,failure,0
58,entrepreneur,married,tertiary,no,0,0,1,cellular,30,jan,540,1,2,2,other,0
57,blue-collar,married,primary,no,3498,0,0,cellular,15,jul,210,2,456,2,success,0
36,technician,divorced,secondary,no,556,1,0,cellular,18,nov,154,3,189,1,failure,0
32,management,married,tertiary,no,937,0,0,cellular,26,may,61,1,190,1,failure,0
34,blue-collar,married,secondary,no,856,1,0,cellular,20,apr,470,1,150,5,other,0
40,blue-collar,married,secondary,no,327,1,0,cellular,12,may,474,2,357,1,failure,0
33,blue-collar,married,primary,no,331,1,0,cellular,9,apr,435,2,314,3,failure,0
33,technician,single,secondary,no,3499,1,0,cellular,11,may,143,3,356,1,other,0
60,retired,divorced,tertiary,no,439,0,1,cellular,25,may,464,1,321,1,failure,1
29,services,single,tertiary,no,1788,0,0,cellular,4,feb,303,1,100,1,success,0
55,technician,married,primary,no,818,1,0,cellular,4,feb,185,2,247,3,other,0
58,retired,single,secondary,no,1640,0,1,cellular,4,feb,72,6,274,4,failure,0
53,services,married,secondary,no,341,0,0,cellular,12,aug,90,2,104,2,success,0
60,admin.,married,secondary,no,12980,0,0,cellular,3,sep,177,2,182,1,success,0
29,management,single,tertiary,no,502,0,0,cellular,8,jul,968,1,87,5,failure,1
34,admin.,divorced,secondary,no,961,0,0,cellular,5,apr,137,2,430,2,failure,0
73,retired,married,secondary,no,2850,0,0,cellular,17,nov,300,1,40,8,failure,1
41,admin.,married,tertiary,no,1,1,0,telephone,18,may,327,2,361,3,failure,1
31,management,married,tertiary,no,1251,0,0,cellular,21,aug,282,1,197,5,failure,0
31,management,single,tertiary,no,816,1,0,cellular,26,may,302,1,40,1,failure,0
30,student,single,secondary,no,61,0,1,cellular,5,feb,133,5,8,2,other,0
33,services,married,secondary,no,386,0,0,cellular,12,may,317,1,181,5,success,1
31,technician,married,tertiary,no,3192,1,0,cellular,7,sep,179,1,186,2,failure,0
52,technician,married,tertiary,no,136,1,0,telephone,14,may,46,2,287,10,other,0
41,blue-collar,married,primary,no,236,1,0,telephone,11,may,65,1,356,2,failure,0
34,admin.,single,secondary,no,4447,1,0,cellular,2,jun,159,1,84,2,failure,0
32,technician,single,secondary,no,1210,1,1,cellular,7,may,107,1,344,4,failure,0
42,self-employed,married,secondary,no,1216,1,0,cellular,23,apr,296,1,521,1,failure,1
36,student,single,secondary,no,904,0,0,telephone,5,feb,36,9,8,13,other,0
31,admin.,single,secondary,no,507,1,0,cellular,13,may,65,2,299,3,other,0
62,retired,married,tertiary,no,4692,1,0,cellular,13,jan,113,1,90,1,failure,0
58,retired,married,tertiary,no,5087,0,0,cellular,20,nov,63,2,154,1,failure,0
32,blue-collar,married,secondary,no,-667,1,0,cellular,18,may,152,7,349,1,other,0
28,blue-collar,single,secondary,no,2806,0,0,cellular,13,oct,285,1,120,1,other,0
40,technician,married,secondary,no,1269,1,0,cellular,17,nov,353,1,172,1,failure,0
46,services,divorced,secondary,no,864,1,0,cellular,17,apr,225,3,150,7,failure,0
48,technician,married,secondary,no,1981,1,0,cellular,16,mar,291,3,238,2,success,0
19,student,single,primary,no,608,0,0,cellular,12,may,236,1,180,2,success,1
36,blue-collar,married,primary,no,49,1,0,cellular,15,may,232,2,365,5,other,0
46,blue-collar,married,primary,no,101,1,0,cellular,11,may,422,1,364,5,success,0
32,technician,married,tertiary,no,15,0,0,cellular,14,may,226,1,346,1,failure,0
34,admin.,married,secondary,no,774,1,1,cellular,14,may,163,1,175,6,other,0
32,services,married,secondary,no,1670,0,0,cellular,13,may,223,1,299,2,failure,0
31,admin.,married,secondary,no,-170,1,1,cellular,17,apr,252,1,326,1,failure,0
45,blue-collar,married,secondary,no,243,0,0,cellular,21,nov,46,1,163,1,other,0
40,services,single,secondary,no,19343,1,0,cellular,21,nov,13,4,179,4,failure,0
32,admin.,married,secondary,no,393,1,0,cellular,9,apr,236,1,330,1,failure,0
